Date ,series ,OPEN ,HIGH ,LOW ,PREV. CLOSE ,ltp ,close ,vwap ,52W H ,52W L ,VOLUME ,VALUE ,No of trades 
03-Feb-2016,EQ,2387.5,2429.9,2360.3,2398.1,2424.8,2416.3,2402.39,2812.1,2243.0,654346,1571995829.55,35587
02-Feb-2016,EQ,2409.0,2433.0,2379.7,2402.7,2382.0,2398.1,2415.55,2812.1,2243.0,737794,1782175428.5,50764
01-Feb-2016,EQ,2391.1,2412.95,2359.0,2391.3,2395.35,2402.7,2402.94,2812.1,2243.0,747637,1796523763.2,65836
29-Jan-2016,EQ,2358.7,2400.0,2335.05,2331.2,2386.1,2391.3,2372.42,2812.1,2243.0,1117872,2652057899.65,51641
28-Jan-2016,EQ,2315.5,2348.9,2308.05,2319.75,2345.0,2331.2,2334.21,2812.1,2243.0,1553330,3625794748.85,52219
27-Jan-2016,EQ,2302.0,2329.95,2281.9,2304.65,2317.0,2319.75,2316.74,2812.1,2243.0,813493,1884648891.5,37894
25-Jan-2016,EQ,2301.9,2339.0,2291.5,2295.75,2301.7,2304.65,2317.64,2812.1,2243.0,698780,1619518169.25,63300
22-Jan-2016,EQ,2273.0,2302.05,2260.0,2254.5,2290.0,2295.75,2290.27,2812.1,2243.0,671589,1538122117.0,65671
21-Jan-2016,EQ,2285.0,2289.9,2245.75,2280.1,2258.0,2254.5,2258.77,2812.1,2243.0,1337768,3021715595.6,48506
20-Jan-2016,EQ,2273.8,2285.0,2243.0,2279.3,2280.0,2280.1,2268.32,2812.1,2243.0,807977,1832751651.5,47824
19-Jan-2016,EQ,2277.0,2300.0,2268.3,2277.65,2288.0,2279.3,2277.26,2812.1,2250.0,483955,1102090046.45,37877
18-Jan-2016,EQ,2262.0,2291.9,2260.0,2261.1,2280.0,2277.65,2281.48,2812.1,2250.0,1106961,2525514822.0,36247
15-Jan-2016,EQ,2288.85,2291.7,2255.0,2278.8,2265.25,2261.1,2267.74,2812.1,2250.0,1634704,3707078050.3,59507
